"PROBEID","SYMBOL","GENENAME","UNIPROT"
"2751-16","AZU1","azurocidin 1","P20160"
"2752-62","GDF5","growth differentiation factor 5","E1P5Q2"
"2753-2","C1QC","complement C1q C chain","A0A024RAA7"
"2754-50","C3","complement C3","A0A8Q3SI05"
"2755-8","C3","complement C3","A0A8Q3SI05"
"2760-2","FAM107A","family with sequence similarity 107 member A","B3KNQ4"
"2761-49","FGF18","fibroblast growth factor 18","A0A7U3JVY7"
"2762-30","FGF19","fibroblast growth factor 19","A0A7U3L4E7"
"2763-66","FGF20","fibroblast growth factor 20","A0A7U3L649"
"2765-4","MSTN","myostatin","A1C2E8"
"2768-56","HPX","hemopexin","B2R957"
"2769-3",NA,NA,NA
"2770-51","CCL1","C-C motif chemokine ligand 1","B2R5G9"
"2771-35","IGFBP1","insulin like growth factor binding protein 1","A4D2F4"
"2773-50","IL10","interleukin 10","P22301"
"2774-10","IL16","interleukin 16","I7GGY3"
"2775-54","IL17F","interleukin 17F","F1JZ09"
"2778-10","IL22","interleukin 22","A0A7R8C389"
"2780-35","LTF","lactotransferrin","B7ZAL5"
"2781-63","CCL4L1","C-C motif chemokine ligand 4 like 1","B2RUZ3"
"2783-18","CCL3L3","C-C motif chemokine ligand 3 like 3","A6NGK6"
"2785-15","CCL8","C-C motif chemokine ligand 8","A0AV77"
"2788-55","MMP3","matrix metallopeptidase 3","B2R8B8"
"2789-26","MMP7","matrix metallopeptidase 7","P09237"
"2790-54","PPBP","pro-platelet basic protein","B2R5F3"
"2794-60","SOD1","superoxide dismutase 1","A6NHJ0"
"2796-62","FGG","fibrinogen gamma chain","A0A140VJJ6"
"2797-56","APOB","apolipoprotein B","A0AAG2UUW0"
"2805-6","ACE2","angiotensin converting enzyme 2","A0A7D6JAD5"
"2806-49","ACVR1B","activin A receptor type 1B","B7Z5L8"
"2809-25","ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4","A8K6A8"
"2811-27","ANGPT1","angiopoietin 1","B4E3G9"
"2813-11","AGRP","agouti related neuropeptide","C6SUN5"
"2816-50","BCAM","basal cell adhesion molecule (Lutheran blood group)","A0A087WXM8"
"2819-23","CDH5","cadherin 5","P33151"
"2822-56","ADGRE5","adhesion G protein-coupled receptor E5","B4DTS6"
"2823-7","COMMD7","COMM domain containing 7","A0A2R8Y620"
"2826-53","EDA","ectodysplasin A","A0A0K0KSD3"
"2827-23","CX3CL1","C-X3-C motif chemokine ligand 1","J3QRA1"
"2828-82","SPINT1","serine peptidase inhibitor, Kunitz type 1","B2RBU9"
"2829-19","EBI3","Epstein-Barr virus induced 3","A0N0N2"
"2831-29","KLK11","kallikrein related peptidase 11","A0A1R3UDR5"
"2833-20","KLK4","kallikrein related peptidase 4","Q5BQA0"
"2834-54","KLK8","kallikrein related peptidase 8","A0A0A0MQY9"
"2835-1","XRCC6","X-ray repair cross complementing 6","B1AHC8"
"2836-68","LCN2","lipocalin 2","A6NII8"
"2837-3","MET","MET proto-oncogene, receptor tyrosine kinase","A1L467"
"2838-53","MMP17","matrix metallopeptidase 17","Q8IWC3"
"2839-2","TNFSF4","TNF superfamily member 4","P23510"
"2841-13","FRZB","frizzled related protein","B2R6W4"
"2843-13","SPINT2","serine peptidase inhibitor, Kunitz type 2","A0A140VJV6"
"2844-53","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1","B4DTW8"
"2846-24","RPS27A","ribosomal protein S27a","B2RDW1"
"2848-2","WIF1","WNT inhibitory factor 1","B4DX53"
"2849-49","AIF1","allograft inflammatory factor 1","I3WTX1"
"2851-63","C5","complement C5","A0A8Q3SID6"
"2853-68","CHEK1","checkpoint kinase 1","A8K934"
"2855-49","MAPK3","mitogen-activated protein kinase 3","E9PQW4"
"2857-70","NR3C1","nuclear receptor subfamily 3 group C member 1","A0A5B9RIM3"
"2858-29","HAT1","histone acetyltransferase 1","O14929"
"2859-69","HDAC8","histone deacetylase 8","A0A3B3ISE4"
"2860-19","KPNA2","karyopherin subunit alpha 2","A8K7D9"
"2864-2","MAP2K1","mitogen-activated protein kinase kinase 1","A0A8I5KRX5"
"2867-52","AKT1","AKT serine/threonine kinase 1","B0LPE5"
"2869-68","PRKCD","protein kinase C delta","B0KZ81"
"2870-29","RAC1","Rac family small GTPase 1","A4D2P1"
"2871-73","RAD51","RAD51 recombinase","Q5U0A5"
"2875-15","TBP","TATA-box binding protein","Q32MN7"
"2876-74","TOP1","DNA topoisomerase I","A8KA78"
"2877-3","UBE2I","ubiquitin conjugating enzyme E2 I","A8K503"
"2878-66","YES1","YES proto-oncogene 1, Src family tyrosine kinase","A6NLB3"
"2879-9","SERPINA3","serpin family A member 3","B3KS79"
"2888-49","C7","complement C7","A8K2T4"
"2889-37","CTF1","cardiotrophin 1","Q16619"
"2890-59","CCL28","C-C motif chemokine ligand 28","A0N0Q3"
"2891-1","CD22","CD22 molecule","P20273"
"2900-53","CCL14","C-C motif chemokine ligand 14","Q16627"
"2906-55","IL4","interleukin 4","B0JFA2"
"2911-27","MDK","midkine","E9PPJ5"
"2913-1","CCL23","C-C motif chemokine ligand 23","P55773"
"2915-6","PCNA","proliferating cell nuclear antigen","B2R897"
"2917-3","TNFSF11","TNF superfamily member 11","O14723"
"2925-9","SERPINE1","serpin family E member 1","B7Z4S0"
"2937-10","APOE","apolipoprotein E","A0A0S2Z3D5"
"2938-55","APOE","apolipoprotein E","A0A0S2Z3D5"
"2939-10","ARTN","artemin","Q5T4W7"
"2942-50","CYCS","cytochrome c, somatic","A4D166"
"2943-5","CYP3A4","cytochrome P450 family 3 subfamily A member 4","Q86SK3"
"2944-66","NBL1","NBL1, DAN family BMP antagonist","A3KFI7"
"2946-52","CFD","complement factor D","A6XNE2"
"2948-58","GHR","growth hormone receptor","P10912"
"2949-6","PLA2G10","phospholipase A2 group X","O15496"
"2950-57","IGFBP4","insulin like growth factor binding protein 4","A0N9W2"
"2952-75","IGF1","insulin like growth factor 1","Q59GC5"
"2953-31","LHB","luteinizing hormone subunit beta","A0A0F7RQE6"
"2954-56","MMP8","matrix metallopeptidase 8","B4E0I2"
"2960-66","CFP","complement factor properdin","A0A0S2Z4I5"
"2961-1","PROC","protein C, inactivator of coagulation factors Va and VIIIa","B4DPQ7"
"2962-50","PTHLH","parathyroid hormone like hormone","F5GZD9"
"2966-65","CLEC11A","C-type lectin domain containing 11A","B2RAD4"
"2967-8","VCAM1","vascular cell adhesion molecule 1","A8K6R7"
"2968-61","TNFSF15","TNF superfamily member 15","O95150"
"2969-11","ACVRL1","activin A receptor like type 1","A0A0S2Z310"
"2970-60","AREG","amphiregulin","D6RFX5"
"2972-57","BMP7","bone morphogenetic protein 7","A8K571"
"2973-15","CD36","CD36 molecule (CD36 blood group)","A4D1B1"
"2974-61","CNTN1","contactin 1","Q12860"
"2975-19","CCN2","cellular communication network factor 2","E1P578"
"2976-58","DSG1","desmoglein 1","B7Z845"
"2977-7","EDAR","ectodysplasin A receptor","B2R9H2"
"2979-8","CXCL5","C-X-C motif chemokine ligand 5","P42830"
"2981-9","ESAM","endothelial cell adhesion molecule","B4DVN8"
"2982-82","LGALS4","galectin 4","P56470"
"2985-35","CXCL1","C-X-C motif chemokine ligand 1","P09341"
"2986-49","CXCL3","C-X-C motif chemokine ligand 3","P19876"
"2987-37","H1-2","H1.2 linker histone, cluster member","A8K4I2"
"2989-17","IFNG","interferon gamma","A0A7R8GUN6"
"2991-9","IL1R1","interleukin 1 receptor type 1","P14778"
"2992-59","IL17RA","interleukin 17 receptor A","Q96F46"
"2993-1","IL18RAP","interleukin 18 receptor accessory protein","B2RPJ3"
"2994-71","IL1RL2","interleukin 1 receptor like 2","A4FU63"
"2997-8","JAM2","junctional adhesion molecule 2","P57087"
"2998-53","JAM3","junctional adhesion molecule 3","Q9BX67"
"2999-6","LSAMP","limbic system associated membrane protein","H3BLU2"
"3000-66","MBL2","mannose binding lectin 2","P11226"
"3003-29","NCR3","natural cytotoxicity triggering receptor 3","A0A1U9X849"
"3004-67","PDCD1LG2","programmed cell death 1 ligand 2","A4GW21"
"3005-5","PTPN1","protein tyrosine phosphatase non-receptor type 1","B4DSN5"
"3007-7","SIGLEC9","sialic acid binding Ig like lectin 9","Q9Y336"
"3009-3","TGFBR3","transforming growth factor beta receptor 3","A0A0A8KWK3"
"3010-53","TSLP","thymic stromal lymphopoietin","G3XAM8"
"3022-4","CTLA4","cytotoxic T-lymphocyte associated protein 4","Q8TDA6"
"3024-18","SERPINF2","serpin family F member 2","A0A0G2JPA8"
"3025-50","FGF2","fibroblast growth factor 2","D9ZGF5"
"3026-5","CAST","calpastatin","A0A6Q8PGN6"
"3028-36","CCL23","C-C motif chemokine ligand 23","P55773"
"3029-52","CD209","CD209 molecule","M0R0P0"
"3030-3","CLEC4M","C-type lectin domain family 4 member M","Q9H2X3"
"3032-11","FSHB","follicle stimulating hormone subunit beta","A0A0F7RQE8"
"3033-57","LGALS2","galectin 2","P05162"
"3034-1","GFAP","glial fibrillary acidic protein","B4DJW0"
"3035-80","IL19","interleukin 19","B6VEV9"
"3037-62","IL1B","interleukin 1 beta","P01584"
"3038-9","CXCL11","C-X-C motif chemokine ligand 11","O14625"
"3040-59","CCL3","C-C motif chemokine ligand 3","A0N0R1"
"3041-55","MRC2","mannose receptor C-type 2","A6H8K4"
"3042-7","MB","myoglobin","A0A1K0FU49"
"3043-49","SPARC","secreted protein acidic and cysteine rich","B2RDL6"
"3044-3","CCL18","C-C motif chemokine ligand 18","B5BUM2"
"3045-72","PTN","pleiotrophin","C9JR52"
"3046-31","RETN","resistin","D6W649"
"3049-61","PRSS1","serine protease 1","A1A509"
"3050-7","VWF","von Willebrand factor","L8E853"
"3052-8","FASLG","Fas ligand","A0A0H3VB22"
"3053-49","FLT3LG","fms related receptor tyrosine kinase 3 ligand","A0AVC2"
"3054-3","HP","haptoglobin","J3QR68"
"3055-54","IL4R","interleukin 4 receptor","B4E076"
"3056-11","KLRK1","killer cell lectin like receptor K1","A8K7K5"
"3057-55","CCN4","cellular communication network factor 4","O95388"
"3059-50","TNFSF13B","TNF superfamily member 13b","Q9Y275"
"3060-43","C9","complement C9","A0A8Q3SI95"
"3061-61","CTSB","cathepsin B","Q5HYG5"
"3065-65","FGF5","fibroblast growth factor 5","Q8NBG6"
"3066-12","LGALS3","galectin 3","Q6FGL0"
"3067-67","GDF9","growth differentiation factor 9","A0A8I5KUL2"
"3069-52","IGHM","immunoglobulin heavy constant mu",NA
"3070-1","IL2","interleukin 2","P01585"
"3072-4","IL13","interleukin 13","Q4VB51"
"3073-51","IL18BP","interleukin 18 binding protein","B3KUZ0"
"3074-6","LBP","lipopolysaccharide binding protein","B2R938"
"3077-66","F10","coagulation factor X","P00742"
"3078-1","PGF","placental growth factor","P49763"
"3079-62","RARRES2","retinoic acid receptor responder 2","A0A090N7U9"
"3081-70","ULBP1","UL16 binding protein 1","Q9BZM6"
"3082-9","ULBP2","UL16 binding protein 2","Q5VUN4"
"3083-71","EDA2R","ectodysplasin A2 receptor","B2RBZ9"
"3091-70","AURKA","aurora kinase A","B2R6Z3"
"3115-64","MAPK1","mitogen-activated protein kinase 1","A8CZ64"
"3122-6","DIABLO","diablo IAP-binding mitochondrial protein","K7X1S0"
"3132-1","VEGFC","vascular endothelial growth factor C","B2R9Q8"
"3143-3","CD4","CD4 molecule","A0A4Y5UGE4"
"3148-49","CXCL2","C-X-C motif chemokine ligand 2","P19875"
"3151-6","IL2RA","interleukin 2 receptor subunit alpha","B2R9M9"
"3152-57","TNFRSF1B","TNF receptor superfamily member 1B","B1AJZ3"
"3166-92","CD33","CD33 molecule","P20138"
"3168-8","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","Q52LV4"
"3169-70","IDUA","alpha-L-iduronidase","A8K701"
"3170-6","METAP2","methionyl aminopeptidase 2","P50579"
"3171-57","APP","amyloid beta precursor protein","A0A140VJC8"
"3172-28","ARSB","arylsulfatase B","B2RC20"
"3173-49","NAAA","N-acylethanolamine acid amidase","Q02083"
"3174-2","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1","D3DSD5"
"3175-51","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13","Q6UY16"
"3177-49","CA4","carbonic anhydrase 4","B4DQA4"
"3178-5","CTSC","cathepsin C","A0A7I2V3A2"
"3179-51","CTSA","cathepsin A","B2R798"
"3181-50","CTSS","cathepsin S","A0A7P0T904"
"3182-38","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","P49961"
"3184-25","F7","coagulation factor VII","B0YJC8"
"3186-2","C2","complement C2","A0A1U9X8W4"
"3187-52","CRISP3","cysteine rich secretory protein 3","A8K9S1"
"3189-61","TMPRSS15","transmembrane serine protease 15","P98073"
"3191-50","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1","Q7LDW0"
"3192-3","CNDP2","carnosine dipeptidase 2","B4DV28"
"3194-36","GP6","glycoprotein VI platelet","Q9HCN6"
"3195-50","GNLY","granulysin","B4E3H9"
"3196-6","HAPLN1","hyaluronan and proteoglycan link protein 1","B2R9A9"
"3197-70","IDE","insulin degrading enzyme","B7Z7W6"
"3198-4","IDS","iduronate 2-sulfatase","D3DWT4"
"3199-54","KLK12","kallikrein related peptidase 12","A0A024R4M4"
"3200-49","KLK13","kallikrein related peptidase 13","Q86VI7"
"3201-49","KLK5","kallikrein related peptidase 5","A0A024R4G4"
"3202-28","KREMEN2","kringle containing transmembrane protein 2","Q53F67"
"3204-2","LTA4H","leukotriene A4 hydrolase","A0A140VK27"
"3206-4","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1","B2R672"
"3208-2","MATN3","matrilin 3","A8K491"
"3209-69","MEPE","matrix extracellular phosphoglycoprotein","A1A4X9"
"3210-1","METAP1","methionyl aminopeptidase 1","B4E2E6"
"3212-30","ASAH2","N-acylsphingosine amidohydrolase 2","A0A0C4DFQ8"
"3213-65","NID1","nidogen 1","A0A384MR25"
"3214-3","NRP1","neuropilin 1","Q5T7F0"
"3216-2","PIGR","polymeric immunoglobulin receptor","P01833"
"3217-74","SERPINE2","serpin family E member 2","B4DMR3"
"3218-8","FOLH1","folate hydrolase 1","A4UU13"
"3220-40","RET","ret proto-oncogene","B4DGX8"
"3221-54","SFRP1","secreted frizzled related protein 1","A8KAM5"
"3222-11","SEMA3A","semaphorin 3A","Q14563"
"3232-28","ACP5","acid phosphatase 5, tartrate resistant","A0A8Q3SI79"
"3234-23","CCDC80","coiled-coil domain containing 80","A3KC71"
"3235-50","WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2","B2R731"
"3236-12","GSK3B","glycogen synthase kinase 3 beta","B5BUC0"
"3280-49","ACAN","aggrecan","E7ENV9"
"3283-21","TGFBI","transforming growth factor beta induced","A0A0S2Z4Q2"
"3284-75","BGN","biglycan","A8K7E0"
"3285-23","C1R","complement C1r","A6NJQ8"
"3289-19","CA10","carbonic anhydrase 10","A0A384MTY8"
"3290-50","CD109","CD109 molecule","Q6YHK3"
"3291-30","FCER2","Fc epsilon receptor II","K3W4U1"
"3292-75","CD48","CD48 molecule","A0A087X1S7"
"3293-2","CD5L","CD5 molecule like","O43866"
"3294-55","CFC1","cryptic, EGF-CFC family member 1","A0A087WWV2"
"3296-92","CNTN2","contactin 2","A1L3A3"
"3298-52","CNTN4","contactin 4","B2RAX3"
"3299-29","CNTN5","contactin 5","A1L4P0"
"3302-58","CST7","cystatin F","O76096"
"3303-23","CST6","cystatin E/M","Q15828"
"3305-6","DLL4","delta like canonical Notch ligand 4","B2R9L8"
"3309-2","FCGR2A","Fc gamma receptor IIa","A0A346JF56"
"3310-62","FCGR2B","Fc gamma receptor IIb","O00523"
"3311-27","FCGR3B","Fc gamma receptor IIIb","A0A3B3ISU3"
"3312-64","FCGR1A","Fc gamma receptor Ia","P12314"
"3313-21","FCN2","ficolin 2","A6NFG7"
"3314-74","GFRA1","GDNF family receptor alpha 1","A0A7R7YCG5"
"3315-15","GPC2","glypican 2","A4D2A7"
"3316-58","SERPIND1","serpin family D member 1","A0A7H0TJC6"
"3317-33","HTRA2","HtrA serine peptidase 2","A0A0C4DG44"
"3320-49","IGFBP7","insulin like growth factor binding protein 7","Q16270"
"3321-2","IL24","interleukin 24","A0A7R8C2Y5"
"3322-52","LRIG3","leucine rich repeats and immunoglobulin like domains 3","Q6UXM1"
"3323-37","LRP8","LDL receptor related protein 8","A0A590UJF9"
"3324-51","LY9","lymphocyte antigen 9","A0A0C4DFU4"
"3325-2","MATN2","matrilin 2","A0A140VKH7"
"3326-58","CADM1","cell adhesion molecule 1","A0A0A0MTJ8"
"3327-27","NTN4","netrin 4","B2RE43"
"3329-14","PGLYRP1","peptidoglycan recognition protein 1","O75594"
"3331-8","RGMB","repulsive guidance molecule BMP co-receptor b","J3KNF6"
"3332-57","HJV","hemojuvelin BMP co-receptor","Q6ZVN8"
"3336-50","TFPI","tissue factor pathway inhibitor","P10646"
"3339-33","THBS2","thrombospondin 2","A0A3B3ITK0"
"3340-53","THBS4","thrombospondin 4","B7Z832"
"3341-33","ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase","A3KFJ3"
"3342-76","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase","P42684"
"3343-1","ACY1","aminoacylase 1","A0A1B0GU86"
"3344-60","SERPINC1","serpin family C member 1","A0A0K0Q2Z1"
"3346-72","AURKB","aurora kinase B","B2RC06"
"3347-9","GRK2","G protein-coupled receptor kinase 2","A0A0S2Z392"
"3348-49","BMP1","bone morphogenetic protein 1","Q59F71"
"3350-53","CAMK2A","calcium/calmodulin dependent protein kinase II alpha","A8K161"
"3351-1","CAMK2B","calcium/calmodulin dependent protein kinase II beta","A0A8V8TQ39"
"3352-80","CA6","carbonic anhydrase 6","B4DUH8"
"3356-50","CA7","carbonic anhydrase 7","P43166"
"3357-67","CCNA2","cyclin A2","A8K7B6"
"3358-51","CDK5R1","cyclin dependent kinase 5 regulatory subunit 1","E1P664"
"3359-11","CDK8","cyclin dependent kinase 8","P49336"
"3360-50","CHEK2","checkpoint kinase 2","A8JZZ5"
"3361-26","CD207","CD207 molecule","B2RC37"
"3362-61","CHRDL1","chordin like 1","A0A452Q6Z9"
"3363-31","CSK","C-terminal Src kinase","B2R6Q4"
"3364-76","CTSV","cathepsin V","B2R717"
"3365-7","DKK4","dickkopf WNT signaling pathway inhibitor 4","Q3KNX0"
"3366-51","ECM1","extracellular matrix protein 1","Q16610"
"3367-8","FETUB","fetuin B","Q5J875"
"3373-5","GZMH","granzyme H","P20718"
"3374-49","HCK","HCK proto-oncogene, Src family tyrosine kinase","J3KPD6"
"3376-49","IL17RD","interleukin 17 receptor D","B4DXM5"
"3378-49","KLK7","kallikrein related peptidase 7","P49862"
"3379-29","PRKCI","protein kinase C iota","B5BUK7"
"3381-24","LYN","LYN proto-oncogene, Src family tyrosine kinase","A8K379"
"3387-1","PAK3","p21 (RAC1) activated kinase 3","B2RCU6"
"3388-58","PAK5","p21 (RAC1) activated kinase 5","A8K5T6"
"3389-7","SERPINA5","serpin family A member 5","B3KTV6"
"3390-72","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1","A0A8V8TLF7"
"3391-10","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","A4D0Q6"
"3392-68","AKT3","AKT serine/threonine kinase 3","Q56A86"
"3394-81","PLK1","polo like kinase 1","B2R841"
"3396-54","REN","renin","A0A1B0GUZ2"
"3397-7","PTPN11","protein tyrosine phosphatase non-receptor type 11","A0A3G1LBG2"
"3399-31","STAB2","stabilin 2","Q6ZMK2"
"3400-49","TBK1","TANK binding kinase 1","A0A7I2V646"
"3401-8","PTPN2","protein tyrosine phosphatase non-receptor type 2","P17706"
"3403-1","TPSB2","tryptase beta 2","A0A140VJT7"
"3404-51","TPSG1","tryptase gamma 1","Q96RZ8"
"3405-6","UFC1","ubiquitin-fold modifier conjugating enzyme 1","A8K9R1"
"3412-7","BCL2","BCL2 apoptosis regulator","A9QXG9"
"3413-50","BCL2A1","BCL2 related protein A1","B4E1X9"
"3414-40","BMX","BMX non-receptor tyrosine kinase","A8K709"
"3415-61","IBSP","integrin binding sialoprotein","P21815"
"3416-2","BTK","Bruton tyrosine kinase","A0A8Q3SI35"
"3418-12","CAMK1D","calcium/calmodulin dependent protein kinase ID","Q5SQQ7"
"3419-49","CAMK2D","calcium/calmodulin dependent protein kinase II delta","A8MVS8"
"3420-21","CA13","carbonic anhydrase 13","Q8N1Q1"
"3421-54","TNFSF8","TNF superfamily member 8","O43404"
"3422-4","CCNB1","cyclin B1","E9PC90"
"3423-59","CMA1","chymase 1","P23946"
"3427-63","CSNK2A1","casein kinase 2 alpha 1","B2R6D7"
"3431-54","EPHA1","EPH receptor A1","A1L3V3"
"3432-21","EPHA3","EPH receptor A3","A8K5U6"
"3434-34","FN1","fibronectin 1","B7ZLE5"
"3435-53","FN1","fibronectin 1","B7ZLE5"
"3437-80","FLT3","fms related receptor tyrosine kinase 3","A0AVG9"
"3438-10","FSTL3","follistatin like 3","A8K7E3"
"3440-7","GZMA","granzyme A","A4PHN1"
"3441-64","GSK3A","glycogen synthase kinase 3 alpha","O14959"
"3445-53","IL15RA","interleukin 15 receptor subunit alpha","Q13261"
"3446-7","IL18R1","interleukin 18 receptor 1","Q13478"
"3447-64","CXCL8","C-X-C motif chemokine ligand 8","B2R4L8"
"3448-13","INSR","insulin receptor","P06213"
"3449-58","SERPINA4","serpin family A member 4","B2R815"
"3450-4","KLK6","kallikrein related peptidase 6","A0A1R3UCE8"
"3452-17","LCK","LCK proto-oncogene, Src family tyrosine kinase","A0A0S2Z3Y8"
"3453-87","LYN","LYN proto-oncogene, Src family tyrosine kinase","A8K379"
"3457-57","POSTN","periostin","C0IMJ3"
"3459-49","PDGFRB","platelet derived growth factor receptor beta","A8KAM8"
"3461-58","BCAN","brevican","A8K144"
"3466-8","PRKACA","protein kinase cAMP-activated catalytic subunit alpha","A0A8V8TL59"
"3469-74","RPS6KA3","ribosomal protein S6 kinase A3","A0A384MDW3"
"3470-1","SELE","selectin E","A2RRD6"
"3471-49","STK16","serine/threonine kinase 16","A8K9H9"
"3472-40","BIRC5","baculoviral IAP repeat containing 5","A0A7L8XZM3"
